#year	doy	hr	Fe1p2	Fe130
1999	242	23	1.9317	4.8720
1999	243	0	1.9627	4.7775
1999	243	1	1.9317	4.5616
1999	243	2	1.8830	4.4749
1999	243	3	1.8788	4.3678
1999	243	4	1.7355	4.1883
1999	243	5	1.6538	4.5147
1999	243	6	1.6991	4.7318
1999	243	7	1.6995	4.6729
1999	243	8	1.7059	4.5134
1999	243	9	1.7183	4.4072
1999	243	10	1.6873	5.0725
1999	243	11	1.7855	4.7202
1999	243	12	1.7786	4.3802
1999	243	13	1.7452	4.2283
1999	243	14	1.6938	4.1958
1999	243	15	1.6470	4.5747
1999	243	16	1.6437	4.4452
1999	243	17	1.7081	4.5006
1999	243	18	1.7770	4.4111
1999	243	19	1.7913	4.3964
1999	243	20	1.7973	4.6611
1999	243	21	1.8092	5.1069
1999	243	22	1.8516	4.7472
1999	243	23	1.7596	4.5703
1999	244	0	1.7249	4.6075
1999	244	1	1.6589	4.5534
1999	244	2	1.5778	4.3809
1999	244	3	1.5210	4.3719
1999	244	4	1.5177	4.6535
1999	244	5	1.6797	4.6994
1999	244	6	1.6764	4.6318
1999	244	7	1.8053	4.9093
1999	244	8	1.8539	5.0291
1999	244	9	1.8243	4.6202
1999	244	10	1.7810	4.2553
1999	244	11	1.6930	4.6191
1999	244	12	1.7010	4.5813
1999	244	13	1.8822	4.9939
1999	244	14	1.8982	4.9309
1999	244	15	1.6471	4.7359
1999	244	16	1.6995	4.5810
1999	244	17	1.7904	4.5147
1999	244	18	1.8722	4.4195
1999	244	19	1.9627	4.3472
1999	244	20	1.9741	4.8396
1999	244	21	1.9634	4.8553
1999	244	22	2.0994	4.7157
1999	244	23	2.1319	4.6182
1999	245	0	2.1392	4.5570
1999	245	1	2.1159	4.7659
1999	245	2	2.1716	4.8875
1999	245	3	2.0653	4.5684
1999	245	4	1.9566	4.9597
1999	245	5	2.0054	4.6718
1999	245	6	2.0301	4.5570
1999	245	7	1.9491	4.7142
1999	245	8	2.0054	4.4066
1999	245	9	2.0086	4.3385
1999	245	10	1.9249	4.3408
1999	245	11	1.9186	4.3163
1999	245	12	1.9267	4.3008
1999	245	13	1.9563	4.3141
1999	245	14	1.9550	4.3343
1999	245	15	1.9239	4.7807
1999	245	16	1.9958	4.5977
1999	245	17	2.0167	4.5132
1999	245	18	2.0648	4.5006
1999	245	19	2.0756	4.4721
1999	245	20	2.0842	4.4539
1999	245	21	2.1034	4.4518
1999	245	22	2.1536	4.4145
1999	245	23	2.1635	4.4316
1999	246	0	2.1438	4.4411
1999	246	1	2.1028	4.4408
1999	246	2	2.0431	4.3981
1999	246	3	1.9697	4.3663
1999	246	4	2.0069	4.3639
1999	246	5	2.1206	4.4794
1999	246	6	2.1602	4.4953
1999	246	7	2.0969	4.4027
1999	246	8	1.9763	4.5492
1999	246	9	1.9362	4.8740
1999	246	10	1.9353	4.7191
1999	246	11	1.9142	4.3358
1999	246	12	1.8118	4.2150
1999	246	13	1.7183	4.4826
1999	246	14	1.4156	4.5781
1999	246	15	1.5196	4.5222
1999	246	16	1.6541	4.3751
1999	246	17	1.6492	4.2572
1999	246	18	1.6173	4.1763
1999	246	19	1.6143	4.1508
1999	246	20	1.6138	4.1326
1999	246	21	1.6047	4.1356
1999	246	22	1.6438	4.1856
1999	246	23	1.6764	4.1879
1999	247	0	1.6944	4.2880
1999	247	1	1.6051	4.2046
1999	247	2	1.5778	4.1415
1999	247	3	1.6411	4.1905
1999	247	4	1.6464	4.7142
1999	247	5	1.6696	4.6121
1999	247	6	1.7027	4.5728
1999	247	7	1.7121	4.9644
1999	247	8	1.7226	4.5398
1999	247	9	1.7275	4.3155
1999	247	10	1.7075	4.7494
1999	247	11	1.7153	4.5812
1999	247	12	1.6797	4.3774
1999	247	13	1.6222	4.4119
1999	247	14	1.6777	4.3977
1999	247	15	1.6816	4.4107
1999	247	16	1.7964	4.4128
1999	247	17	1.8445	4.3091
1999	247	18	1.8480	4.2573
1999	247	19	1.8568	4.3221
1999	247	20	1.8345	4.3442
1999	247	21	1.8982	4.3214
1999	247	22	1.9288	4.3065
1999	247	23	1.9885	4.3280
1999	248	0	1.9518	4.3157
1999	248	1	1.8895	4.3195
1999	248	2	1.8612	4.2981
1999	248	3	1.8391	4.3467
1999	248	4	1.8502	4.6487
1999	248	5	1.8872	4.7236
1999	248	6	1.9121	4.5351
1999	248	7	1.9240	4.4378
1999	248	8	1.9046	4.3907
1999	248	9	1.9344	4.3504
1999	248	10	1.9301	4.3226
1999	248	11	1.9676	4.3160
1999	248	12	1.9466	4.2491
1999	248	13	1.9076	4.2156
1999	248	14	1.9274	4.2018
1999	248	15	1.9310	4.2231
1999	248	16	1.8665	4.2403
1999	248	17	1.8833	4.2507
1999	248	18	1.9213	4.2413
1999	248	19	1.9453	4.2538
1999	248	20	1.9627	4.2732
1999	248	21	1.9779	4.2526
1999	248	22	2.0415	4.2863
1999	248	23	2.0410	4.2627
1999	249	0	2.0178	4.2443
1999	249	1	1.9572	4.1873
1999	249	2	1.9092	4.1606
1999	249	3	1.9032	4.1457
1999	249	4	1.9261	4.1697
1999	249	5	1.9346	4.1436
1999	249	6	1.9365	4.2241
1999	249	7	1.9421	4.3097
1999	249	8	1.9175	4.3148
1999	249	9	1.9384	4.2878
1999	249	10	1.9485	4.3480
1999	249	11	1.9097	4.3571
1999	249	12	1.9122	4.2730
1999	249	13	1.8511	4.2701
1999	249	14	1.8679	4.2268
1999	249	15	1.7882	4.2714
1999	249	16	1.7893	4.2721
1999	249	17	1.8063	4.2822
1999	249	18	1.8935	4.2868
1999	249	19	1.9833	4.2841
1999	249	20	1.9820	4.1988
1999	249	21	1.9599	4.1041
1999	249	22	1.9706	4.1166
1999	249	23	1.9420	4.0971
1999	250	0	1.9531	4.0969
1999	250	1	1.8655	4.0573
1999	250	2	1.8196	4.0208
1999	250	3	1.7853	3.9906
1999	250	4	1.7733	3.9658
1999	250	5	1.7651	3.9720
1999	250	6	1.7137	3.9724
1999	250	7	1.8176	3.9781
1999	250	8	1.8614	3.9352
1999	250	9	1.6447	3.8214
1999	250	10	1.3288	3.9758
1999	250	11	1.0030	3.9207
1999	250	12	0.92942	4.0202
1999	250	13	0.87564	4.1023
1999	250	14	0.93095	4.2071
1999	250	15	0.91328	4.1585
1999	250	16	0.90146	4.1246
1999	250	17	0.89042	4.0481
1999	250	18	1.0500	4.0502
1999	250	19	1.3008	4.8042
1999	250	20	1.2405	4.5371
1999	250	21	1.2785	4.4473
1999	250	22	1.4180	5.1429
1999	250	23	1.5729	5.1477
1999	251	0	1.5470	4.6581
1999	251	1	1.2751	4.4623
1999	251	2	1.1664	4.3977
1999	251	3	1.1069	4.3960
1999	251	4	1.1255	4.4017
1999	251	5	1.1193	4.4321
1999	251	6	1.0607	4.4271
1999	251	7	1.0314	4.4091
1999	251	8	1.0162	4.4054
1999	251	9	1.0004	4.3817
1999	251	10	1.0515	4.3677
1999	251	11	1.0515	4.3478
1999	251	12	1.0418	4.2721
1999	251	13	1.0615	4.2358
1999	251	14	1.0584	4.2570
1999	251	15	1.0678	4.3527
1999	251	16	1.0924	4.2150
1999	251	17	1.0039	4.2369
1999	251	18	0.90634	4.0605
1999	251	19	0.89042	4.0115
1999	251	20	0.96047	3.9860
1999	251	21	0.96426	3.9419
1999	251	22	1.0269	3.9591
1999	251	23	1.1912	4.5363
1999	252	0	1.2651	4.6170
1999	252	1	1.1749	4.4366
1999	252	2	1.0330	4.3418
1999	252	3	1.0641	4.2423
1999	252	4	1.0745	4.3259
1999	252	5	1.0745	4.2650
1999	252	6	1.0745	4.2675
1999	252	7	1.1007	4.2607
1999	252	8	1.0674	4.2958
1999	252	9	1.1014	4.2607
1999	252	10	1.0162	4.2287
1999	252	11	0.94939	4.1569
1999	252	12	0.89818	4.1550
1999	252	13	0.85914	4.2792
1999	252	14	0.77305	4.2001
1999	252	15	0.95231	4.1950
1999	252	16	0.92117	4.1851
1999	252	17	0.98091	4.1168
1999	252	18	0.99034	4.0972
1999	252	19	1.0294	4.1492
1999	252	20	1.0212	4.1322
1999	252	21	1.0318	4.0943
1999	252	22	1.1024	4.1222
1999	252	23	1.1216	4.1116
1999	253	0	1.1402	4.0972
1999	253	1	1.0924	4.0538
1999	253	2	1.0461	3.9762
1999	253	3	1.1133	3.9407
1999	253	4	1.2028	3.9234
1999	253	5	1.1711	3.9349
1999	253	6	1.0745	3.8170
1999	253	7	1.2490	4.8048
1999	253	8	1.2133	4.7152
1999	253	9	1.0346	4.3589
1999	253	10	1.0245	4.3229
1999	253	11	0.95617	4.2131
1999	253	12	0.89487	4.1184
1999	253	13	0.87564	4.1158
1999	253	14	0.89209	4.6410
1999	253	15	0.88252	4.4840
1999	253	16	0.90634	4.3545
1999	253	17	0.91381	4.2946
1999	253	18	0.90634	4.2675
1999	253	19	0.95376	4.2964
1999	253	20	1.0386	4.2864
1999	253	21	1.1024	4.3177
1999	253	22	1.1310	4.2248
1999	253	23	1.0154	4.2365
1999	254	0	0.99034	4.1867
1999	254	1	1.1351	4.6781
1999	254	2	1.1632	4.6624
1999	254	3	0.96755	4.5452
1999	254	4	0.85914	4.2740
1999	254	5	0.64836	4.2074
1999	254	6	0.68305	4.2541
1999	254	7	0.61066	4.1536
1999	254	8	0.54654	4.1221
1999	254	9	0.56937	4.1091
1999	254	10	0.49831	4.1348
1999	254	11	0.49136	4.1085
1999	254	12	0.53275	4.0688
1999	254	13	0.51455	4.1118
1999	254	14	0.43616	4.0635
1999	254	15	0.49969	4.0924
1999	254	16	0.53782	4.1141
1999	254	17	0.53275	4.1096
1999	254	18	0.54033	4.0795
1999	254	19	0.57403	4.0734
1999	254	20	0.55751	4.0758
1999	254	21	0.58546	4.0775
1999	254	22	0.63548	4.1151
1999	254	23	0.65610	4.0925
1999	255	0	0.62839	4.0590
1999	255	1	0.63548	4.3209
1999	255	2	0.60531	4.2049
1999	255	3	0.60531	4.0987
1999	255	4	0.66652	4.4790
1999	255	5	0.71517	4.3512
1999	255	6	0.68305	4.3317
1999	255	7	0.56229	4.1004
1999	255	8	0.47276	3.9247
1999	255	9	0.96379	3.8062
1999	255	10	0.94939	4.1834
1999	255	11	0.64738	4.0590
1999	255	12	0.37840	4.0080
1999	255	13	0.43933	3.9897
1999	255	14	0.31387	3.8506
1999	255	15	0.23805	4.1139
1999	255	16	0.23805	4.1020
1999	255	17	0.30320	3.8006
1999	255	18	0.30320	4.3719
1999	255	19	0.41330	5.1457
1999	255	20	0.70757	4.8265
1999	255	21	0.85003	4.5642
1999	255	22	0.93601	4.5495
1999	255	23	0.99957	4.4391
1999	256	0	0.89927	4.2384
1999	256	1	0.47712	5.0048
1999	256	2	0.85003	5.0152
1999	256	3	0.73078	4.6033
1999	256	4	1.1602	4.9740
1999	256	5	1.1602	4.6530
1999	256	6	1.1711	4.5655
1999	256	7	1.2390	5.1297
1999	256	8	1.3844	4.7421
1999	256	9	1.4081	4.3509
1999	256	10	1.3993	4.5696
1999	256	11	1.3460	4.5735
1999	256	12	1.3627	4.4978
1999	256	13	1.2964	4.8520
1999	256	14	1.4028	5.1872
1999	256	15	1.4286	4.5824
1999	256	16	1.4863	4.7618
1999	256	17	1.6552	5.3304
1999	256	18	1.7780	5.2273
1999	256	19	1.8106	5.0028
1999	256	20	1.9288	4.8241
1999	256	21	2.0030	4.7323
1999	256	22	2.0444	4.6722
1999	256	23	2.0353	4.7031
1999	257	0	2.1473	5.2326
1999	257	1	2.2200	4.9407
1999	257	2	2.1937	4.7516
1999	257	3	2.0619	4.8091
1999	257	4	1.9006	4.7041
1999	257	5	1.7214	4.8556
1999	257	6	1.8037	4.7701
1999	257	7	1.9422	4.7404
1999	257	8	1.8556	4.6863
1999	257	9	1.8265	4.5975
1999	257	10	1.9274	4.4779
1999	257	11	1.9122	4.4544
1999	257	12	1.8164	4.3186
1999	257	13	1.8060	4.3137
1999	257	14	1.8332	4.5946
1999	257	15	1.8025	4.5834
1999	257	16	1.8959	4.5741
1999	257	17	1.8697	4.8310
1999	257	18	1.8637	4.6226
1999	257	19	1.8671	4.5922
1999	257	20	1.8982	4.5042
1999	257	21	1.8975	4.4711
1999	257	22	2.0236	4.5299
1999	257	23	2.0200	4.5644
1999	258	0	1.9974	4.5231
1999	258	1	2.0081	4.4683
1999	258	2	1.9538	5.0679
1999	258	3	1.9740	5.0174
1999	258	4	1.9610	4.6734
1999	258	5	2.0093	4.9977
1999	258	6	2.1088	4.7280
1999	258	7	2.1191	4.7295
1999	258	8	2.1653	5.0633
1999	258	9	2.2231	4.7036
1999	258	10	2.2930	5.0495
1999	258	11	2.1525	4.9286
1999	258	12	2.1522	4.6368
1999	258	13	2.1437	4.5529
1999	258	14	2.1587	4.7658
1999	258	15	2.1355	4.5424
1999	258	16	2.1044	4.5298
1999	258	17	2.0969	4.4457
1999	258	18	2.0500	4.3691
1999	258	19	2.0738	4.3631
1999	258	20	2.0863	4.4240
1999	258	21	2.1411	4.4295
1999	258	22	2.1656	4.4437
1999	258	23	2.1820	4.4339
1999	259	0	2.1749	4.4223
1999	259	1	2.1483	4.3706
1999	259	2	2.0994	4.3766
1999	259	3	2.1087	4.5292
1999	259	4	2.0128	4.4753
1999	259	5	1.9833	4.8462
1999	259	6	1.7539	4.7652
1999	259	7	1.8914	5.0256
1999	259	8	1.9353	4.7818
1999	259	9	1.9223	5.4469
1999	259	10	1.9275	5.1174
1999	259	11	1.9689	5.3768
1999	259	12	1.8986	4.8847
1999	259	13	1.8843	4.5263
1999	259	14	1.8330	5.1999
1999	259	15	1.8130	4.9851
1999	259	16	1.7873	4.6889
1999	259	17	1.8120	4.8357
1999	259	18	1.8568	4.6388
1999	259	19	1.8919	4.5724
1999	259	20	1.8887	4.8859
1999	259	21	2.0042	4.6183
1999	259	22	2.1014	4.4887
1999	259	23	2.1135	4.4602
1999	260	0	2.1131	4.5409
1999	260	1	2.0527	4.5015
1999	260	2	2.0312	4.4787
1999	260	3	1.9904	4.4184
1999	260	4	1.9723	4.3588
1999	260	5	1.9800	4.3401
1999	260	6	1.9548	4.3163
1999	260	7	1.9800	4.3408
1999	260	8	1.9984	4.3303
1999	260	9	2.0122	4.3135
1999	260	10	2.0272	4.3765
1999	260	11	1.9982	4.3712
1999	260	12	1.9856	4.3457
1999	260	13	2.0491	4.3045
1999	260	14	2.0145	4.6602
1999	260	15	1.7600	4.7799
1999	260	16	1.7559	4.8259
1999	260	17	1.7973	5.0629
1999	260	18	1.8916	4.8705
1999	260	19	1.9942	4.7461
1999	260	20	1.9641	4.6923
1999	260	21	1.9297	4.6285
1999	260	22	1.9418	4.5768
1999	260	23	1.9599	4.5564
1999	261	0	1.9475	4.5256
1999	261	1	1.8906	4.4994
1999	261	2	1.8092	4.4435
1999	261	3	1.7595	4.4178
1999	261	4	1.8147	4.3882
1999	261	5	1.7840	4.4483
1999	261	6	1.7919	4.4536
1999	261	7	1.7360	4.3620
1999	261	8	1.7918	4.2836
1999	261	9	1.9231	4.7310
1999	261	10	1.9563	4.7725
1999	261	11	1.9388	4.5475
1999	261	12	2.0642	4.9634
1999	261	13	2.0604	4.7186
1999	261	14	2.0470	4.6028
1999	261	15	1.9091	4.6133
1999	261	16	1.6953	4.5761
1999	261	17	1.6772	4.5564
1999	261	18	1.6521	4.3960
1999	261	19	1.6336	4.4053
1999	261	20	1.6365	4.3939
1999	261	21	1.6350	4.4169
1999	261	22	1.6603	4.4268
1999	261	23	1.6500	4.4344
1999	262	0	1.6492	4.4000
1999	262	1	1.6534	4.3660
1999	262	2	1.6379	4.3438
1999	262	3	1.6337	4.2622
1999	262	4	1.5569	4.6521
1999	262	5	1.5136	4.4666
1999	262	6	1.5529	4.3262
1999	262	7	1.5861	4.2957
1999	262	8	1.5896	4.2734
1999	262	9	1.5969	4.2527
1999	262	10	1.5975	4.2877
1999	262	11	1.6714	4.2350
1999	262	12	1.6884	4.2927
1999	262	13	1.6966	5.0736
1999	262	14	1.6941	4.7170
1999	262	15	1.7400	4.5840
1999	262	16	1.7696	4.4304
1999	262	17	1.7853	4.3902
1999	262	18	1.8159	4.3643
1999	262	19	1.8430	4.3870
1999	262	20	1.8409	4.3982
1999	262	21	1.8646	4.5213
1999	262	22	1.9216	4.4743
1999	262	23	1.9346	4.4875
1999	263	0	1.9273	4.4608
1999	263	1	1.9290	4.3732
1999	263	2	1.8822	4.3768
1999	263	3	1.8972	4.3231
1999	263	4	1.9026	4.2814
1999	263	5	1.9056	4.2566
1999	263	6	1.8788	4.1947
1999	263	7	1.9001	4.1124
1999	263	8	1.8819	4.1135
1999	263	9	1.8665	4.2397
1999	263	10	1.8419	4.2636
1999	263	11	1.7262	4.2458
1999	263	12	1.6488	4.1783
1999	263	13	1.6102	4.1489
1999	263	14	1.6421	4.3439
1999	263	15	1.6603	4.4254
1999	263	16	1.7456	4.2362
1999	263	17	1.7621	4.1997
1999	263	18	1.7600	4.1759
1999	263	19	1.8168	4.4220
1999	263	20	1.7845	4.6003
1999	263	21	1.7805	4.4879
1999	263	22	1.8023	4.4930
1999	263	23	1.7422	4.4448
1999	264	0	1.6379	4.3581
1999	264	1	1.5860	4.2925
1999	264	2	1.4072	4.2240
1999	264	3	1.3820	4.1630
1999	264	4	1.3581	4.1747
1999	264	5	1.3400	4.1623
1999	264	6	1.3720	4.1613
1999	264	7	1.3952	4.1318
1999	264	8	1.4143	4.0861
1999	264	9	1.4081	4.0639
1999	264	10	1.3473	4.0593
1999	264	11	1.3545	4.0652
1999	264	12	1.3434	3.9962
1999	264	13	1.4501	4.7470
1999	264	14	1.4923	4.2615
1999	264	15	1.3282	4.1206
1999	264	16	1.0611	3.8320
1999	264	17	1.1623	3.6849
1999	264	18	1.3103	3.9414
1999	264	19	1.3674	3.8430
1999	264	20	1.4501	4.1562
1999	264	21	1.5062	4.0789
1999	264	22	1.5120	4.3075
1999	264	23	1.3551	4.2985
1999	265	0	1.1664	4.1995
1999	265	1	1.0120	3.8816
1999	265	2	0.52375	3.8954
1999	265	3	0.26717	3.9179
1999	265	4	0.26717	3.8571
1999	265	5	0.26717	3.8771
1999	265	6	0.26482	3.8576
1999	265	7	0.26717	3.8513
1999	265	8	0.26717	3.8744
1999	265	9	0.26717	3.8683
1999	265	10	0.17898	3.7544
1999	265	11	0.17026	3.6011
1999	265	12	0.17898	3.8192
1999	265	13	0.17026	3.8085
1999	265	14	0.26717	3.6758
1999	265	15	0.22531	3.6303
1999	265	16	0.17898	3.6410
1999	265	17	0.36173	3.6115
1999	265	18	0.41330	3.5411
1999	265	19	0.45939	3.4850
1999	265	20	1.1106	3.3091
1999	265	21	1.0607	4.8196
1999	265	22	0.41162	3.6857
1999	265	23	0.17898	3.2977
1999	266	0	0.17898	3.7292
1999	266	1	0.17026	3.7073
1999	266	2	0.17026	3.9526
1999	266	3	0.17026	4.6565
1999	266	4	0.26717	4.7453
1999	266	5	0.34044	4.6281
1999	266	6	0.30963	4.4446
1999	266	7	0.34830	4.3631
1999	266	8	0.41497	4.3772
1999	266	9	0.35411	4.3242
1999	266	10	0.31175	4.2584
1999	266	11	0.27416	4.2586
1999	266	12	0.27184	4.2637
1999	266	13	0.27416	4.2932
1999	266	14	0.31806	4.3318
1999	266	15	0.31806	4.3370
1999	266	16	0.27646	4.3222
1999	266	17	0.27646	4.2919
1999	266	18	0.27184	4.2864
1999	266	19	0.30320	4.3043
1999	266	20	0.34830	4.2354
1999	266	21	0.46982	4.2122
1999	266	22	0.49415	4.2293
1999	266	23	0.30320	4.2086
1999	267	0	0.35025	4.1928
1999	267	1	0.34830	4.1616
1999	267	2	0.34830	4.1323
1999	267	3	0.41497	4.1075
1999	267	4	0.41497	4.0899
1999	267	5	0.34830	4.0848
1999	267	6	0.34830	4.0827
1999	267	7	0.41162	4.0219
1999	267	8	0.41497	3.9880
1999	267	9	0.40824	3.9459
1999	267	10	0.41497	3.8972
1999	267	11	0.35411	3.8342
1999	267	12	0.41497	3.8481
1999	267	13	0.37840	3.8429
1999	267	14	0.36173	3.8477
1999	267	15	0.41497	3.8482
1999	267	16	0.36173	3.9077
1999	267	17	0.35025	3.8752
1999	267	18	0.36173	3.8847
1999	267	19	0.36173	3.8625
1999	267	20	0.38561	3.8568
1999	267	21	0.38561	3.8627
1999	267	22	0.41497	3.8841
1999	267	23	0.41497	3.8731
1999	268	0	0.41497	3.8768
1999	268	1	0.41497	3.8606
1999	268	2	0.46538	3.8038
1999	268	3	0.60314	3.7445
1999	268	4	0.52375	3.6948
1999	268	5	0.54654	3.6470
1999	268	6	0.56937	3.6392
1999	268	7	0.56937	3.6293
1999	268	8	0.59218	3.6342
1999	268	9	0.52375	3.6279
1999	268	10	0.50243	3.6166
1999	268	11	0.52375	3.6014
1999	268	12	0.47857	3.6050
1999	268	13	0.52375	3.6332
1999	268	14	0.61172	3.6065
1999	268	15	0.61172	3.5922
1999	268	16	0.61172	3.5869
1999	268	17	0.57403	3.5868
1999	268	18	0.49969	3.5855
1999	268	19	0.52375	3.6076
1999	268	20	0.53529	3.6108
1999	268	21	0.52375	3.6117
1999	268	22	0.53782	3.6116
1999	268	23	0.53148	3.6044
1999	269	0	0.53020	3.6035
1999	269	1	0.61066	3.5932
1999	269	2	0.57403	3.5690
1999	269	3	0.56937	3.5411
1999	269	4	0.56585	3.5201
1999	269	5	0.56937	3.5163
1999	269	6	0.56585	3.5184
1999	269	7	0.56937	3.5303
1999	269	8	0.61066	3.5040
1999	269	9	0.61066	3.5141
1999	269	10	0.61384	3.4799
1999	269	11	0.57287	3.4868
1999	269	12	0.59329	3.4666
1999	269	13	0.53020	3.4514
1999	269	14	0.48714	3.4342
1999	269	15	0.73719	3.4416
1999	269	16	0.49136	4.6229
1999	269	17	0.26717	4.6424
1999	269	18	0.30320	4.5551
1999	269	19	0.31175	4.7233
1999	269	20	0.30320	4.4191
1999	269	21	0.36173	4.6461
1999	269	22	0.45939	4.6118
1999	269	23	0.49969	4.5291
1999	270	0	0.45179	4.3300
1999	270	1	0.41497	4.6896
1999	270	2	0.72673	4.6400
1999	270	3	0.79934	4.4714
1999	270	4	0.77305	4.4210
1999	270	5	0.84819	4.5606
1999	270	6	1.0973	4.9162
1999	270	7	1.0241	4.7079
1999	270	8	0.84819	4.2774
1999	270	9	0.73078	4.3070
1999	270	10	0.82413	4.3745
1999	270	11	0.89154	4.5489
1999	270	12	0.79029	4.2580
1999	270	13	0.99739	4.9663
1999	270	14	1.1492	5.0262
1999	270	15	0.99123	4.8116
1999	270	16	1.0569	4.9403
1999	270	17	1.2512	4.8908
1999	270	18	1.2617	4.7950
1999	270	19	1.2582	4.6520
1999	270	20	1.2651	5.0234
1999	270	21	1.3222	4.9435
1999	270	22	1.4802	4.6425
1999	270	23	1.5434	4.5266
1999	271	0	1.5860	5.0893
1999	271	1	1.7071	4.9271
1999	271	2	1.6970	4.7019
1999	271	3	1.6780	4.6719
1999	271	4	1.6644	4.7236
1999	271	5	1.7792	4.7438
1999	271	6	1.8328	4.6608
1999	271	7	1.8034	4.4372
1999	271	8	1.7492	4.5759
1999	271	9	1.7991	4.4392
1999	271	10	1.7966	4.6067
1999	271	11	1.7906	4.6531
1999	271	12	1.8405	4.7867
1999	271	13	1.8809	4.7257
1999	271	14	1.9160	5.3998
1999	271	15	1.8323	5.4619
1999	271	16	1.9221	5.1974
1999	271	17	1.9305	4.8003
1999	271	18	1.9859	4.8628
1999	271	19	2.0432	4.7480
1999	271	20	2.0994	4.6466
1999	271	21	2.1444	5.2271
1999	271	22	2.2980	5.2318
1999	271	23	2.3059	4.9126
1999	272	0	2.2749	4.7045
1999	272	1	2.1379	4.7915
1999	272	2	2.2223	4.6042
1999	272	3	2.1449	4.5335
1999	272	4	2.0345	4.5055
1999	272	5	1.9593	4.7724
1999	272	6	1.9346	4.6899
1999	272	7	2.0452	4.5458
1999	272	8	2.1364	4.8295
1999	272	9	2.1882	4.7687
1999	272	10	2.1318	4.5748
1999	272	11	2.1163	4.6250
1999	272	12	1.9841	4.5610
1999	272	13	1.9636	4.4296
1999	272	14	1.9115	4.3603
1999	272	15	1.8904	4.3697
1999	272	16	1.7833	4.8561
1999	272	17	1.7666	4.7941
1999	272	18	1.8846	4.8417
1999	272	19	1.9258	4.4830
1999	272	20	1.9360	4.4856
1999	272	21	2.0427	4.6704
1999	272	22	2.1024	4.6399
1999	272	23	2.2298	4.6496
1999	273	0	2.2021	4.8133
1999	273	1	2.2548	4.8431
1999	273	2	2.2148	4.7685
1999	273	3	1.8681	4.2626
1999	273	4	1.6825	4.5673
1999	273	5	1.7059	4.7542
1999	273	6	1.7479	4.7586
1999	273	7	1.6764	4.4595
1999	273	8	1.7092	4.3415
1999	273	9	1.7385	4.5713
1999	273	10	1.7908	4.3831
1999	273	11	1.8037	4.3087
1999	273	12	1.7004	4.4222
1999	273	13	1.6588	4.4376
1999	273	14	1.5735	5.0925
1999	273	15	1.2405	5.1123
1999	273	16	1.3310	4.6806
1999	273	17	1.3927	4.4598
1999	273	18	1.4035	4.4026
1999	273	19	1.4883	4.3993
1999	273	20	1.5326	5.1375
1999	273	21	1.6321	4.5540
1999	273	22	1.6948	4.4483
1999	273	23	1.6868	4.4349
1999	274	0	1.6711	4.4796
1999	274	1	1.6492	4.5006
1999	274	2	1.5988	4.3949
1999	274	3	1.5604	4.3284
1999	274	4	1.6447	4.7200
1999	274	5	1.6831	4.6587
1999	274	6	1.7153	4.4079
1999	274	7	1.7245	4.3272
1999	274	8	1.7487	4.2912
1999	274	9	1.7609	4.2567
1999	274	10	1.7434	4.2224
1999	274	11	1.7506	4.2164
1999	274	12	1.7571	4.2087
1999	274	13	1.7833	4.1864
1999	274	14	1.8096	4.9007
1999	274	15	1.8954	4.7458
1999	274	16	1.9228	4.5942
1999	274	17	1.9572	4.4019
1999	274	18	1.9552	4.3987
1999	274	19	2.0092	4.6347
1999	274	20	2.0457	4.8926
1999	274	21	2.0158	4.4829
1999	274	22	1.9612	4.4289
1999	274	23	1.9167	4.4340
1999	275	0	2.1639	4.4723
1999	275	1	2.1112	4.4372
1999	275	2	1.9503	4.3444
1999	275	3	1.9875	4.4160
1999	275	4	1.9403	4.3630
1999	275	5	1.8764	4.8225
1999	275	6	1.8945	4.9776
1999	275	7	1.9185	4.4925
1999	275	8	1.8365	4.4081
1999	275	9	1.8588	4.3401
1999	275	10	1.8887	4.2874
1999	275	11	1.8522	4.3179
1999	275	12	1.7452	4.4029
1999	275	13	1.7379	4.2656
1999	275	14	1.6682	4.1365
1999	275	15	1.6503	4.0788
1999	275	16	1.3913	3.9169
1999	275	17	1.3428	3.9785
1999	275	18	1.2087	3.9734
1999	275	19	1.0278	3.8662
1999	275	20	1.0026	3.7271
1999	275	21	0.92012	4.5208
1999	275	22	1.0382	4.3266
1999	275	23	1.2584	4.1857
1999	276	0	1.3398	4.3092
1999	276	1	1.6321	4.2944
1999	276	2	1.5988	4.3032
1999	276	3	1.4802	4.2796
1999	276	4	1.5117	4.2367
1999	276	5	1.4883	4.2292
1999	276	6	1.4669	4.2175
1999	276	7	1.3888	4.2245
1999	276	8	1.7758	4.2057
1999	276	9	1.8107	4.1408
1999	276	10	1.8130	3.9852
1999	276	11	1.7519	3.9340
1999	276	12	1.4873	3.8936
1999	276	13	1.3904	3.9197
1999	276	14	1.5334	4.1507
1999	276	15	1.5112	4.7182
1999	276	16	1.5215	4.3830
1999	276	17	1.4675	4.3436
1999	276	18	1.3833	4.3377
1999	276	19	1.4366	4.3592
1999	276	20	1.5344	4.3583
1999	276	21	1.6437	4.5012
1999	276	22	1.6616	4.5203
1999	276	23	1.5728	4.3861
1999	277	0	1.5541	4.3801
1999	277	1	1.4320	4.3230
1999	277	2	1.3780	4.3056
1999	277	3	1.5136	4.2782
1999	277	4	1.7245	4.1543
