#year	doy	hr	Fe1p2	Fe130
1994	292	18	1.0318	3.8552
1994	292	19	1.0542	3.8445
1994	292	20	1.2230	3.7724
1994	292	21	1.3214	3.7150
1994	292	22	1.3183	3.6456
1994	292	23	1.2041	3.8794
1994	293	0	0.97081	3.6830
1994	293	1	0.91434	4.0127
1994	293	2	0.86688	3.9383
1994	293	3	0.75282	3.9912
1994	293	4	0.67302	3.9443
1994	293	5	0.69897	3.9531
1994	293	6	0.71433	3.9526
1994	293	7	0.69723	3.9686
1994	293	8	0.72997	3.9971
1994	293	9	0.80277	4.0829
1994	293	10	0.84386	4.0725
1994	293	11	0.85126	4.0923
1994	293	12	0.90634	4.1288
1994	293	13	0.89708	4.1123
1994	293	14	0.82737	4.0572
1994	293	15	0.82020	4.0732
1994	293	16	0.81690	4.0124
1994	293	17	0.74586	4.0010
1994	293	18	0.65610	3.9287
1994	293	19	0.70757	3.9163
1994	293	20	0.75282	3.9169
1994	293	21	0.75282	3.8794
1994	293	22	0.70757	3.8640
1994	293	23	0.73078	3.8684
1994	294	0	0.70757	3.7948
1994	294	1	0.68215	3.7189
1994	294	2	0.60097	3.6862
1994	294	3	0.59770	3.6509
1994	294	4	0.58433	3.6292
1994	294	5	0.61595	3.5994
1994	294	6	0.61595	3.5765
1994	294	7	0.64147	3.5406
1994	294	8	0.65801	3.5321
1994	294	9	0.63347	3.5844
1994	294	10	0.66087	3.6040
1994	294	11	0.68305	3.6489
1994	294	12	0.68485	3.6586
1994	294	13	0.67210	3.6694
1994	294	14	0.64246	3.6612
1994	294	15	0.63347	3.6622
1994	294	16	0.66839	3.6485
1994	294	17	0.62941	3.6460
1994	294	18	0.62839	3.6435
1994	294	19	0.65610	3.6385
1994	294	20	0.65610	3.6412
1994	294	21	0.66932	3.6368
1994	294	22	0.65610	3.6435
1994	294	23	0.68215	3.6330
1994	295	0	0.68215	3.6156
1994	295	1	0.69548	3.6107
1994	295	2	0.62839	3.6112
1994	295	3	0.59770	3.6040
1994	295	4	0.59988	3.5820
1994	295	5	0.64147	3.5667
1994	295	6	0.61066	3.5487
1994	295	7	0.61595	3.5179
1994	295	8	0.66652	3.6225
1994	295	9	0.72997	3.6417
1994	295	10	0.83059	3.6940
1994	295	11	1.0004	3.9392
1994	295	12	0.45179	3.4683
1994	295	13	0.29667	3.2243
1994	295	14	0.23045	2.8773
1994	295	15	0.26482	2.5382
1994	295	16	0.15229	2.1015
1994	295	17	-9999.9	-9999.9
1994	295	18	-9999.9	-9999.9
1994	295	19	-9999.9	-9999.9
1994	295	20	-9999.9	-9999.9
1994	295	21	-9999.9	-9999.9
1994	295	22	-9999.9	-9999.9
1994	295	23	-9999.9	-9999.9
1994	296	0	-9999.9	-9999.9
1994	296	1	-9999.9	-9999.9
1994	296	2	-9999.9	-9999.9
1994	296	3	-9999.9	-9999.9
1994	296	4	0.45179	4.4893
1994	296	5	0.29667	4.0582
1994	296	6	0.23045	3.8214
1994	296	7	-9999.9	-9999.9
1994	296	8	-9999.9	-9999.9
1994	296	9	-9999.9	-9999.9
1994	296	10	-9999.9	-9999.9
1994	296	11	-9999.9	-9999.9
1994	296	12	-9999.9	-9999.9
1994	296	13	-9999.9	-9999.9
1994	296	14	-9999.9	-9999.9
1994	296	15	1.8023	4.8035
1994	296	16	1.8023	4.7685
1994	296	17	1.8992	4.5617
1994	296	18	1.8818	4.8611
1994	296	19	1.9335	5.2627
1994	296	20	1.9962	4.9279
1994	296	21	2.0815	4.7059
1994	296	22	2.1101	4.5712
1994	296	23	2.1029	4.4833
1994	297	0	2.0748	4.5315
1994	297	1	2.0035	4.6392
1994	297	2	2.0375	4.4579
1994	297	3	1.9626	4.3265
1994	297	4	2.0398	4.4451
1994	297	5	2.0701	4.6060
1994	297	6	2.2133	4.5670
1994	297	7	2.2185	4.7095
1994	297	8	2.0278	4.4247
1994	297	9	2.2295	4.6276
1994	297	10	2.1845	4.7517
1994	297	11	2.1618	4.7704
1994	297	12	2.2413	4.9433
1994	297	13	2.2459	4.8290
1994	297	14	2.3374	5.0401
1994	297	15	2.4344	5.1846
1994	297	16	2.4400	5.5587
1994	297	17	2.4512	5.1342
1994	297	18	2.5899	4.9539
1994	297	19	2.5814	5.0002
1994	297	20	2.5727	4.8064
1994	297	21	2.3797	4.7960
1994	297	22	2.4245	4.8132
1994	297	23	2.4029	4.6563
1994	298	0	2.2969	4.5823
1994	298	1	2.2114	4.5530
1994	298	2	2.1605	4.4907
1994	298	3	2.1788	4.7130
1994	298	4	2.2057	4.6376
1994	298	5	2.2603	4.6924
1994	298	6	2.3781	4.5245
1994	298	7	2.3657	5.0164
1994	298	8	2.3503	4.6416
1994	298	9	2.2570	4.5397
1994	298	10	2.1812	4.4619
1994	298	11	2.1754	4.4329
1994	298	12	2.1826	4.4277
1994	298	13	2.1681	4.4284
1994	298	14	2.1004	4.4208
1994	298	15	2.1106	4.4311
1994	298	16	2.1269	4.4387
1994	298	17	2.1467	4.4473
1994	298	18	2.2251	4.5417
1994	298	19	2.2636	4.4963
1994	298	20	2.2053	4.4724
1994	298	21	2.1901	4.4297
1994	298	22	2.2080	4.4330
1994	298	23	2.2288	4.4347
1994	299	0	2.3419	4.4163
1994	299	1	2.3363	4.3740
1994	299	2	2.2928	4.5799
1994	299	3	2.2878	4.4518
1994	299	4	2.2736	4.3994
1994	299	5	2.2117	4.3482
1994	299	6	2.1562	4.3406
1994	299	7	2.1768	4.3423
1994	299	8	2.2774	4.3504
1994	299	9	2.2433	4.2590
1994	299	10	2.2567	4.3329
1994	299	11	2.2057	4.3425
1994	299	12	2.3431	4.2650
1994	299	13	2.3766	4.2795
1994	299	14	2.2865	4.2601
1994	299	15	2.3154	4.2655
1994	299	16	2.3374	4.2451
1994	299	17	2.3464	4.2551
1994	299	18	2.3706	4.2646
1994	299	19	2.3769	4.6842
1994	299	20	2.3851	4.4514
1994	299	21	2.3898	4.4352
1994	299	22	2.3941	4.4123
1994	299	23	2.3848	4.4214
1994	300	0	1.5794	3.6456
1994	300	1	1.5623	3.6067
1994	300	2	1.5513	3.5927
1994	300	3	1.5177	3.5935
1994	300	4	1.4757	3.5685
1994	300	5	1.4299	3.5174
1994	300	6	1.3570	3.4791
1994	300	7	1.3400	3.4314
1994	300	8	1.3612	3.3985
1994	300	9	1.2940	3.5591
1994	300	10	1.3744	3.3991
1994	300	11	1.3881	3.7489
1994	300	12	1.4109	3.6121
1994	300	13	1.4211	3.6239
1994	300	14	1.4408	3.5172
1994	300	15	1.4570	3.5162
1994	300	16	1.5111	3.5317
1994	300	17	1.5284	3.5254
1994	300	18	1.5587	3.5524
1994	300	19	1.5700	3.5304
1994	300	20	1.5591	3.5415
1994	300	21	1.5634	3.5372
1994	300	22	1.5821	3.5445
1994	300	23	1.5849	3.5596
1994	301	0	1.5647	3.5702
1994	301	1	1.5522	3.5453
1994	301	2	1.5099	3.5376
1994	301	3	1.4479	3.5201
1994	301	4	1.3826	3.5177
1994	301	5	1.3389	3.4815
1994	301	6	-9999.9	-9999.9
1994	301	7	1.3861	3.6950
1994	301	8	1.3564	3.4944
1994	301	9	1.4328	3.4555
1994	301	10	1.4739	3.4611
1994	301	11	1.4866	3.4573
1994	301	12	1.4791	4.1305
1994	301	13	1.4533	3.7367
1994	301	14	1.4379	3.6012
1994	301	15	1.4493	3.4969
1994	301	16	1.4610	3.4886
1994	301	17	1.4664	3.4913
1994	301	18	1.4861	3.5031
1994	301	19	1.4919	3.4839
1994	301	20	1.4657	3.4426
1994	301	21	1.4570	3.4257
1994	301	22	1.4330	3.4450
1994	301	23	1.4121	3.5365
1994	302	0	1.3629	3.8014
1994	302	1	1.0179	3.8047
1994	302	2	0.98677	3.4718
1994	302	3	0.96802	3.1458
1994	302	4	0.20140	2.7303
1994	302	5	0.11727	2.7030
1994	302	6	0.46240	2.6103
1994	302	7	0.47567	3.3463
1994	302	8	0.44560	3.5443
1994	302	9	0.77670	3.4852
1994	302	10	0.71265	2.9965
1994	302	11	-0.52288	2.5846
1994	302	12	-0.46852	2.7250
1994	302	13	-0.50864	4.0218
1994	302	14	-0.49485	3.4883
1994	302	15	-0.52288	3.4557
1994	302	16	-0.50864	3.6629
1994	302	17	-0.50864	3.7802
1994	302	18	-0.49485	3.6757
1994	302	19	-0.44370	3.6777
1994	302	20	-0.46852	3.6022
1994	302	21	-0.37675	3.6072
1994	302	22	-0.40894	3.6220
1994	302	23	-0.44370	3.6299
1994	303	0	-0.44370	3.5831
1994	303	1	-0.50864	3.2286
1994	303	2	-0.46852	3.2386
1994	303	3	-0.53760	2.8340
1994	303	4	-0.61979	2.5414
1994	303	5	-0.58503	2.5526
1994	303	6	-0.56864	2.7822
1994	303	7	-0.58503	3.3703
1994	303	8	-0.53760	3.9196
1994	303	9	-0.15490	4.3422
1994	303	10	-0.080922	3.8837
1994	303	11	-0.060481	3.8335
1994	303	12	0.27416	4.0579
1994	303	13	0.34242	3.7961
1994	303	14	0.50379	4.0030
1994	303	15	0.68842	4.0483
1994	303	16	0.74896	3.7287
1994	303	17	0.77452	3.6152
1994	303	18	0.90902	3.7435
1994	303	19	0.90037	3.7962
1994	303	20	0.94743	4.1759
1994	303	21	0.95085	4.0681
1994	303	22	1.0561	3.7556
1994	303	23	1.3170	3.8651
1994	304	0	1.3051	3.7772
1994	304	1	1.1889	3.9838
1994	304	2	1.2529	3.8723
1994	304	3	1.2162	3.7794
1994	304	4	1.1477	3.6185
1994	304	5	1.0531	3.4802
1994	304	6	1.0660	3.8927
1994	304	7	1.2876	4.6405
1994	304	8	1.2490	3.8656
1994	304	9	1.2345	4.1094
1994	304	10	1.4984	4.5469
1994	304	11	1.4193	4.4813
1994	304	12	1.4685	4.5718
1994	304	13	1.5249	4.6023
1994	304	14	1.4600	4.3776
1994	304	15	1.3655	4.3735
1994	304	16	1.1517	4.1940
1994	304	17	0.94300	4.0173
1994	304	18	1.1035	3.8955
1994	304	19	1.2261	4.4083
1994	304	20	1.2700	4.3804
1994	304	21	1.2683	3.9290
1994	304	22	1.3284	3.9829
1994	304	23	1.3771	3.9017
1994	305	0	1.3604	3.8688
1994	305	1	1.3218	3.7815
1994	305	2	1.2594	3.7118
1994	305	3	1.3679	3.9422
1994	305	4	1.3393	4.0888
1994	305	5	1.4398	4.2039
1994	305	6	1.2700	3.8275
1994	305	7	1.2641	3.7434
1994	305	8	1.3508	3.9358
1994	305	9	1.3995	3.9983
1994	305	10	1.4309	4.3252
1994	305	11	1.5095	4.2062
1994	305	12	1.5500	4.5372
1994	305	13	1.5908	4.0482
1994	305	14	1.6270	3.9996
1994	305	15	1.5774	3.8597
1994	305	16	1.6116	3.7808
1994	305	17	1.6148	4.4417
1994	305	18	1.5794	4.0118
1994	305	19	1.6295	3.9461
1994	305	20	1.6571	3.8579
1994	305	21	1.7091	3.8134
1994	305	22	1.7108	3.7969
1994	305	23	1.6737	3.7686
1994	306	0	1.6321	3.7499
1994	306	1	1.6157	3.8274
1994	306	2	1.6157	3.7235
1994	306	3	1.5778	4.2130
1994	306	4	1.5962	3.8396
1994	306	5	1.5678	4.4675
1994	306	6	1.5342	4.1728
1994	306	7	1.4059	3.8688
1994	306	8	1.4747	3.7182
1994	306	9	1.5019	3.6509
1994	306	10	1.4814	4.1169
1994	306	11	1.4577	4.0536
1994	306	12	1.4445	3.8419
1994	306	13	1.4809	3.7688
1994	306	14	1.5219	4.3589
1994	306	15	1.5026	4.0442
1994	306	16	1.5123	3.8920
1994	306	17	1.6143	3.7907
1994	306	18	1.6302	3.7641
1994	306	19	1.6712	3.7455
1994	306	20	1.6625	3.7040
1994	306	21	1.6512	3.6998
1994	306	22	1.5930	4.0573
1994	306	23	1.4556	3.9642
1994	307	0	1.4028	3.8134
1994	307	1	1.3813	3.7417
1994	307	2	1.3570	3.6746
1994	307	3	1.3109	3.6597
1994	307	4	1.2582	3.5548
1994	307	5	1.1119	3.4798
1994	307	6	1.0831	3.4386
1994	307	7	1.0828	3.4502
1994	307	8	1.0660	3.4230
1994	307	9	1.1268	3.6732
1994	307	10	1.1661	3.7908
1994	307	11	1.3385	3.5865
1994	307	12	1.3638	4.0834
1994	307	13	1.4291	4.1192
1994	307	14	1.5674	4.6726
1994	307	15	1.5636	4.0559
1994	307	16	1.5254	4.0180
1994	307	17	1.5410	3.8182
1994	307	18	1.5105	4.0898
1994	307	19	1.4675	4.1893
1994	307	20	1.4299	3.9632
1994	307	21	1.3886	3.8625
1994	307	22	1.4458	3.7598
1994	307	23	1.4962	3.7159
1994	308	0	1.3809	3.9097
1994	308	1	1.3064	3.8524
1994	308	2	1.2243	3.6913
1994	308	3	1.2470	3.9096
1994	308	4	1.2470	4.1306
1994	308	5	1.2716	3.9066
1994	308	6	1.1870	3.7433
1994	308	7	1.1069	3.6372
1994	308	8	1.1222	3.5402
1994	308	9	1.0116	3.4835
1994	308	10	1.0671	3.5512
1994	308	11	1.1703	3.7476
1994	308	12	1.0885	3.7132
1994	308	13	1.0835	3.6060
1994	308	14	1.0759	3.5328
1994	308	15	1.1129	3.9695
1994	308	16	1.2028	3.9129
1994	308	17	1.4043	3.7605
1994	308	18	1.4267	3.7603
1994	308	19	1.4270	4.1466
1994	308	20	1.3662	4.0504
1994	308	21	1.3672	3.9998
1994	308	22	1.3137	3.8314
1994	308	23	1.2415	3.7614
1994	309	0	1.2485	3.6937
1994	309	1	1.1252	3.8167
1994	309	2	1.0592	3.6655
1994	309	3	0.90146	3.6274
1994	309	4	0.82930	3.5978
1994	309	5	0.70927	3.4925
1994	309	6	0.68574	3.4728
1994	309	7	0.58092	3.4612
1994	309	8	0.65225	3.5653
1994	309	9	0.82995	3.5275
1994	309	10	0.86213	3.4615
1994	309	11	1.0245	4.0574
1994	309	12	0.99957	3.8109
1994	309	13	0.98900	3.6571
1994	309	14	0.90363	3.5833
1994	309	15	0.95279	3.5800
1994	309	16	1.0082	3.9810
1994	309	17	1.1232	3.6906
1994	309	18	1.2269	3.6974
1994	309	19	1.3017	3.6692
1994	309	20	1.2986	3.9761
1994	309	21	1.3237	3.7562
1994	309	22	1.3771	3.7208
1994	309	23	1.4000	4.0352
1994	310	0	1.3813	3.8012
1994	310	1	1.1495	3.6800
1994	310	2	0.95085	3.5341
1994	310	3	0.78958	3.5094
1994	310	4	0.47567	3.1589
1994	310	5	0.27875	3.0256
1994	310	6	-0.16749	3.1230
1994	310	7	0.63144	4.1052
1994	310	8	0.47857	4.0801
1994	310	9	0.23553	3.5114
1994	310	10	0.79934	4.2342
1994	310	11	0.77379	4.2454
1994	310	12	0.89376	3.9455
1994	310	13	0.85673	3.7772
1994	310	14	0.80754	3.6233
1994	310	15	0.53148	3.8680
1994	310	16	0.40140	3.7055
1994	310	17	0.40824	4.0642
1994	310	18	0.57519	4.2062
1994	310	19	0.68574	3.9488
1994	310	20	0.76343	3.8362
1994	310	21	0.75967	3.7426
1994	310	22	0.71850	3.6718
1994	310	23	0.69373	3.6478
1994	311	0	0.68574	3.6228
1994	311	1	0.68931	3.6135
1994	311	2	0.65225	3.5878
1994	311	3	0.61278	3.5540
1994	311	4	0.69108	3.5043
1994	311	5	0.48001	3.3108
1994	311	6	0.48855	3.2664
1994	311	7	0.53529	3.2871
1994	311	8	0.57519	3.4169
1994	311	9	0.63043	3.6782
1994	311	10	0.75511	3.4513
1994	311	11	0.85491	3.4256
1994	311	12	0.90526	3.4117
1994	311	13	0.91593	3.4213
1994	311	14	0.88593	3.4066
1994	311	15	0.87390	3.4393
1994	311	16	0.90634	3.4749
1994	311	17	0.88024	3.4769
1994	311	18	0.88138	3.7208
1994	311	19	0.93399	3.6547
1994	311	20	0.97405	3.6423
1994	311	21	0.97405	3.5841
1994	311	22	0.97864	3.5233
1994	311	23	0.95279	3.4869
1994	312	0	0.93044	3.4738
1994	312	1	0.88930	3.5063
1994	312	2	0.83378	3.5043
1994	312	3	0.78032	3.4901
1994	312	4	0.70927	3.4439
1994	312	5	0.63347	3.4189
1994	312	6	0.61805	3.3920
1994	312	7	0.69461	3.3502
1994	312	8	0.72509	3.3886
1994	312	9	0.72916	3.3820
1994	312	10	0.51322	3.1696
1994	312	11	0.53656	3.4747
1994	312	12	0.71349	3.3697
1994	312	13	0.95761	3.3438
1994	312	14	0.95134	3.3415
1994	312	15	0.91434	3.2920
1994	312	16	0.93902	3.3006
1994	312	17	0.89209	3.3172
1994	312	18	0.88138	3.3403
1994	312	19	0.89542	3.3532
1994	312	20	0.93146	3.3601
1994	312	21	0.89653	3.3481
1994	312	22	0.91009	3.3376
1994	312	23	0.90687	3.3384
1994	313	0	0.87390	3.3796
1994	313	1	0.85491	3.3429
1994	313	2	0.82930	3.3474
1994	313	3	0.81889	3.2885
1994	313	4	0.82737	3.3070
1994	313	5	0.87679	3.3257
1994	313	6	0.87274	3.2966
1994	313	7	0.84696	3.2651
1994	313	8	0.83506	3.2331
1994	313	9	0.80209	3.1448
1994	313	10	0.77815	3.1445
1994	313	11	0.63849	3.0616
1994	313	12	0.11727	2.8035
1994	313	13	0.91908	3.1578
1994	313	14	0.87506	3.3697
1994	313	15	0.36922	3.1675
1994	313	16	-0.25181	2.9124
1994	313	17	-0.22915	2.8311
1994	313	18	0.19312	2.8952
1994	313	19	0.18752	3.4814
1994	313	20	0.037427	3.3253
1994	313	21	0.0000	3.1210
1994	313	22	0.017033	3.3223
1994	313	23	0.0000	3.3728
1994	314	0	-0.086186	3.3185
1994	314	1	-0.16749	3.2447
1994	314	2	-0.22915	3.1743
1994	314	3	-0.12494	3.4827
1994	314	4	0.025306	3.4402
1994	314	5	0.049218	3.3947
1994	314	6	0.037427	3.3686
1994	314	7	0.096910	3.5435
1994	314	8	0.22011	3.5144
1994	314	9	0.28330	3.4851
1994	314	10	0.34830	3.5015
1994	314	11	0.45939	3.9558
1994	314	12	0.48572	3.5848
1994	314	13	0.50651	3.4770
1994	314	14	0.55509	3.4758
1994	314	15	0.47857	3.5099
1994	314	16	0.45484	3.4811
1994	314	17	0.40654	3.4641
1994	314	18	0.48572	4.1049
1994	314	19	0.53656	3.6418
1994	314	20	0.65610	3.7019
1994	314	21	0.65225	3.5465
1994	314	22	0.69723	3.5625
1994	314	23	0.69373	3.5049
1994	315	0	-9999.9	-9999.9
1994	315	1	-9999.9	-9999.9
1994	315	2	-9999.9	-9999.9
1994	315	3	-9999.9	-9999.9
1994	315	4	-9999.9	-9999.9
1994	315	5	-9999.9	-9999.9
1994	315	6	-9999.9	-9999.9
1994	315	7	-9999.9	-9999.9
1994	315	8	-9999.9	-9999.9
1994	315	9	-9999.9	-9999.9
1994	315	10	-9999.9	-9999.9
1994	315	11	-9999.9	-9999.9
1994	315	12	-9999.9	-9999.9
1994	315	13	-9999.9	-9999.9
1994	315	14	-9999.9	-9999.9
1994	315	15	0.62941	3.4110
1994	315	16	0.67302	3.4928
1994	315	17	0.68124	3.4529
1994	315	18	0.72591	3.4584
1994	315	19	0.74974	3.4469
1994	315	20	0.75967	3.4364
1994	315	21	0.75967	3.4290
1994	315	22	0.75282	3.4424
1994	315	23	0.77012	3.4469
1994	316	0	0.75967	3.4302
1994	316	1	0.74273	3.3937
1994	316	2	0.70157	3.3859
1994	316	3	0.63849	3.3550
1994	316	4	0.53656	3.3365
1994	316	5	0.48572	3.2995
1994	316	6	0.48996	3.2533
1994	316	7	0.68034	3.2995
1994	316	8	0.65225	3.2346
1994	316	9	0.72263	3.2302
1994	316	10	0.78390	3.2166
1994	316	11	0.79379	3.2030
1994	316	12	0.79099	3.2064
1994	316	13	0.77670	3.1913
1994	316	14	0.73640	3.1877
1994	316	15	0.72181	3.1776
1994	316	16	0.68574	3.1723
1994	316	17	0.68124	3.1859
1994	316	18	0.65225	3.2954
1994	316	19	0.68124	3.2978
1994	316	20	0.73320	3.2786
1994	316	21	0.74273	3.2368
1994	316	22	0.74586	3.2354
1994	316	23	0.76343	3.2644
1994	317	0	0.72835	3.2325
1994	317	1	0.70927	3.2707
1994	317	2	0.66932	3.2906
1994	317	3	0.63347	3.2284
1994	317	4	0.57054	3.2164
1994	317	5	0.50379	3.2051
1994	317	6	0.51188	3.1845
1994	317	7	0.55630	3.1179
1994	317	8	0.58546	3.1451
1994	317	9	0.61384	3.1315
1994	317	10	0.63749	3.1025
1994	317	11	0.70586	3.1145
1994	317	12	0.72754	3.1015
1994	317	13	0.71850	3.0648
1994	317	14	0.68664	3.0503
1994	317	15	0.63144	3.0063
1994	317	16	0.62737	2.9870
1994	317	17	0.56110	3.4213
1994	317	18	0.58546	3.3033
1994	317	19	0.59550	3.2502
1994	317	20	0.61490	3.1405
1994	317	21	0.61066	3.1209
1994	317	22	0.61490	3.1534
1994	317	23	0.63849	3.1317
1994	318	0	0.62221	3.1155
1994	318	1	0.61066	3.1461
1994	318	2	0.57287	3.3071
1994	318	3	0.54283	3.2919
1994	318	4	0.46982	3.1036
1994	318	5	0.40140	3.2135
1994	318	6	0.42325	3.2333
1994	318	7	0.42325	3.2026
1994	318	8	0.54654	3.2663
1994	318	9	1.0179	3.2838
1994	318	10	0.59329	3.2510
1994	318	11	0.63649	3.2971
1994	318	12	0.66652	3.3228
1994	318	13	0.70501	3.2985
1994	318	14	0.66276	3.2687
1994	318	15	0.48287	3.3098
1994	318	16	0.52892	3.3817
1994	318	17	0.59988	3.2854
1994	318	18	0.57749	3.2221
1994	318	19	0.57519	3.1610
1994	318	20	0.67302	3.7068
1994	318	21	0.67943	3.5508
1994	318	22	0.62941	3.2156
1994	318	23	0.60531	3.5828
1994	319	0	0.33646	3.3291
1994	319	1	0.25768	3.3284
1994	319	2	0.15534	3.2870
1994	319	3	0.017033	3.2689
1994	319	4	-0.040959	3.2810
1994	319	5	-0.16749	3.2492
1994	319	6	-0.22915	3.2514
1994	319	7	-0.22915	3.2308
1994	319	8	-0.065502	3.1906
1994	319	9	0.068186	3.1633
1994	319	10	0.11394	3.2782
1994	319	11	0.13033	3.2624
1994	319	12	0.16137	3.2889
1994	319	13	0.19033	3.5220
1994	319	14	0.11059	3.5844
1994	319	15	0.0000	3.3824
1994	319	16	0.017033	3.2589
1994	319	17	0.14613	3.2815
1994	319	18	0.17609	3.2745
1994	319	19	0.25768	3.3952
1994	319	20	0.34242	3.4668
1994	319	21	0.39620	3.4272
1994	319	22	0.41162	3.5115
1994	319	23	0.38917	3.4213
1994	320	0	0.38382	3.4006
1994	320	1	0.37291	3.3749
1994	320	2	0.32838	3.3722
1994	320	3	0.26951	3.3629
1994	320	4	0.23553	3.2994
1994	320	5	0.16137	3.3029
1994	320	6	0.14613	3.2401
1994	320	7	0.22531	3.2131
1994	320	8	0.25527	3.2156
1994	320	9	0.30963	3.2397
1994	320	10	0.32838	3.2626
1994	320	11	0.33846	3.2814
1994	320	12	0.37107	3.2483
1994	320	13	0.36736	3.2358
1994	320	14	0.36549	3.2907
1994	320	15	0.33646	3.2363
1994	320	16	0.29885	3.1739
1994	320	17	0.35603	3.3581
1994	320	18	0.39620	3.2666
1994	320	19	0.39967	3.2782
1994	320	20	0.38917	3.1786
1994	320	21	0.39270	3.1533
1994	320	22	0.40483	3.1607
1994	320	23	0.41664	3.1807
1994	321	0	0.41162	3.2120
1994	321	1	0.38917	3.1774
1994	321	2	0.36361	3.1504
1994	321	3	0.33244	3.5529
1994	321	4	0.31806	3.4924
1994	321	5	0.32428	3.5136
1994	321	6	0.32634	3.3618
1994	321	7	0.27875	3.3583
1994	321	8	0.26482	3.3462
1994	321	9	0.25768	3.3182
1994	321	10	0.24055	3.3361
1994	321	11	0.25768	3.3117
1994	321	12	0.29447	3.3540
1994	321	13	0.32838	3.3656
1994	321	14	0.36736	3.3836
1994	321	15	0.43457	3.3871
1994	321	16	0.44091	3.3765
1994	321	17	0.47857	3.3606
1994	321	18	0.50786	3.3476
1994	321	19	0.52504	3.3397
1994	321	20	0.50786	3.2674
1994	321	21	0.48855	3.2272
1994	321	22	0.45484	3.1953
1994	321	23	0.45484	3.2013
1994	322	0	0.44871	3.1583
1994	322	1	0.43457	3.1579
1994	322	2	0.40483	3.1604
1994	322	3	0.35603	3.1942
1994	322	4	0.27875	3.2009
1994	322	5	0.23553	3.1800
1994	322	6	0.23553	3.1953
1994	322	7	0.25042	3.2098
1994	322	8	0.35025	3.2130
1994	322	9	0.40312	3.2365
1994	322	10	0.46687	3.2476
1994	322	11	0.53656	3.2843
1994	322	12	0.54900	3.3622
1994	322	13	0.10380	3.0289
1994	322	14	-0.040959	2.6780
1994	322	15	-0.22915	2.4988
1994	322	16	1.2672	3.8273
1994	322	17	1.2697	3.6539
1994	322	18	-0.22915	3.1343
1994	322	19	-0.26761	3.0666
1994	322	20	-0.26761	2.9770
1994	322	21	-0.31876	3.0203
1994	322	22	-0.31876	3.1068
1994	322	23	-0.26761	3.0569
1994	323	0	-0.086186	2.9456
1994	323	1	0.053078	2.8789
1994	323	2	0.017033	2.9310
1994	323	3	-0.22915	2.7914
1994	323	4	-0.27572	2.7708
1994	323	5	-0.031517	2.7054
1994	323	6	-0.060481	3.1800
1994	323	7	-0.35655	3.1470
1994	323	8	-0.35655	3.1219
1994	323	9	-0.43180	3.1488
1994	323	10	-0.35655	2.9870
1994	323	11	-0.43180	3.1063
1994	323	12	-0.50864	3.6293
1994	323	13	-0.43180	3.6028
1994	323	14	-0.40894	3.5305
1994	323	15	-0.38722	3.4247
1994	323	16	-0.38722	3.6523
1994	323	17	-0.27572	4.2293
1994	323	18	-0.040959	4.1418
1994	323	19	0.13354	4.0774
1994	323	20	0.20140	3.8852
1994	323	21	0.20140	3.7892
1994	323	22	0.17609	3.7700
1994	323	23	0.17609	3.6660
1994	324	0	0.11727	3.6332
1994	324	1	0.10380	3.5734
1994	324	2	0.0000	3.4983
1994	324	3	-0.036212	3.3828
1994	324	4	-0.060481	3.2115
1994	324	5	-0.16749	3.1093
1994	324	6	-0.18709	3.0425
1994	324	7	-0.050610	3.7676
1994	324	8	0.39270	4.4690
1994	324	9	0.66745	4.5323
1994	324	10	0.74586	4.0239
1994	324	11	0.71684	3.7091
1994	324	12	0.72181	3.8279
1994	324	13	0.67578	4.4544
1994	324	14	0.84819	4.2437
1994	324	15	0.84510	3.9231
1994	324	16	0.71684	3.7187
1994	324	17	0.71349	3.7071
1994	324	18	0.76343	3.5642
1994	324	19	0.74974	3.5685
1994	324	20	0.79099	3.5791
1994	324	21	0.84634	3.6022
1994	324	22	0.87390	3.5149
1994	324	23	0.86864	3.4698
1994	325	0	0.87910	3.4739
1994	325	1	0.85491	3.4389
1994	325	2	0.78319	3.3981
1994	325	3	0.68931	3.3383
1994	325	4	0.62014	3.3093
1994	325	5	0.58546	3.3072
1994	325	6	0.63347	3.4864
1994	325	7	0.65418	3.3456
1994	325	8	0.71012	3.3246
1994	325	9	0.69197	3.2787
1994	325	10	0.58546	3.2984
1994	325	11	0.70157	3.4296
1994	325	12	0.95904	3.4995
1994	325	13	0.98811	3.4141
1994	325	14	1.0077	3.3737
1994	325	15	1.0124	3.3636
1994	325	16	0.99826	3.3575
1994	325	17	0.98408	3.3580
1994	325	18	0.94841	3.3753
1994	325	19	0.97405	3.3829
1994	325	20	0.98272	3.3721
1994	325	21	1.0253	3.3784
1994	325	22	1.0418	3.3697
1994	325	23	1.0382	3.3707
1994	326	0	0.98677	3.3518
1994	326	1	0.94743	3.3417
1994	326	2	0.89432	3.3137
1994	326	3	0.80072	3.2654
1994	326	4	0.70927	3.6353
1994	326	5	0.68124	3.4781
1994	326	6	0.65225	3.3809
1994	326	7	0.68842	3.3337
1994	326	8	0.77670	3.3254
1994	326	9	0.88423	3.3541
1994	326	10	0.93500	3.6260
1994	326	11	1.0030	3.3707
1994	326	12	0.98182	3.3957
1994	326	13	0.98182	3.3987
1994	326	14	0.97405	3.3876
1994	326	15	0.98498	3.3705
